,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1166,0,15800,       71820,       89739,DebtCon,Other,           0,           1,           1,122.95558706,           1,          25,33.519070443
1167,0,15800,       94363,      128434,DebtCon,Mgr,           4,,,241.73612588,           2,          42,39.221891679
1168,0,15800,       20665,       43790,DebtCon,Mgr,           8,           0,           0,108.41393655,           0,          11,22.826892443
1169,1,15800,       42504,       64847,HomeImp,Other,,           0,           0,120.73801298,           2,          18,36.834457555
1170,0,15800,       46716,       60231,DebtCon,Other,           3,           0,           0,191.32373689,           0,          13,28.053604481
1171,1,15800,       69928,,,Other,          23,           0,           3,82.443985587,           1,          14,32.327262456
1172,0,15800,       74575,       95815,DebtCon,Other,           7,           2,           0,69.581348102,           0,          21,24.108726876
1173,0,15900,       95120,      114674,DebtCon,Office,           4,           0,           1,278.89205929,           0,          34,28.232296781
1174,0,15900,       96854,      156450,DebtCon,Mgr,           1,           0,           0,212.66600461,           0,          19,40.213384582
1175,0,15900,       52012,      105877,HomeImp,Other,           0,           0,           2, 50.53156169,           1,          10,40.392256543
1176,0,15900,       49516,      105352,HomeImp,Other,           0,           0,           2,54.437325617,           0,           9,40.270607618
1177,0,15900,       94108,      113888,HomeImp,Office,           2,           0,           0,140.51005382,           0,          21,36.318788182
1178,0,15900,      101412,      119751,DebtCon,Other,           9,           0,           0,299.95309804,           2,          18,  30.1768704
1179,1,15900,       43830,       59530,DebtCon,Other,         4.6,           1,           0,148.13333333,           1,          27,
1180,1,15900,       89500,      104200,DebtCon,ProfExe,          15,           0,           3,183.63333333,           0,          37,
1181,0,15900,      107336,      120451,DebtCon,Other,           1,           0,           0,123.46551939,           2,          21, 37.99240801
1182,0,15900,      112973,      129878,DebtCon,,          17,           0,           0,179.13400863,           0,          17,39.192025867
1183,0,15900,       68304,       92271,DebtCon,Other,           1,           1,           2,113.22840343,           2,          25,32.881846931
1184,0,15900,       58518,       82095,HomeImp,ProfExe,          10,           0,           2,177.24777998,           0,          14,28.818793116
1185,0,15900,       90017,      114267,DebtCon,ProfExe,           8,           0,           0,205.21832935,           2,          36,41.230512181
1186,0,15900,       19639,      171350,HomeImp,Self,           8,           0,           0,311.31036041,           0,          26,26.876729861
1187,0,16000,       71861,       95315,HomeImp,ProfExe,          24,           0,           0,241.41251498,           1,          23,35.474773102
1188,0,16000,       32918,       52482,DebtCon,ProfExe,           3,           0,           0,259.57102068,           0,          34,40.347343998
1189,0,16000,       74459,      103255,DebtCon,Other,           6,           3,           0,72.864590397,           1,          21,24.935229965
1190,0,16000,      133193,      160919,DebtCon,Mgr,,           0,           0,223.33852108,           0,          18,37.301517501
1191,1,16000,       20000,       60000,HomeImp,Other,          11,           0,           0,51.033333333,           0,           9,
1192,0,16000,       65000,       91000,DebtCon,Mgr,         0.2,           0,           0,85.233333333,           0,          17,
1193,1,16000,       50000,       71130,DebtCon,ProfExe,         2.5,           0,           0,       189.7,           0,          22,
1194,0,16000,,       33382,DebtCon,Other,          13,,, 84.93118132,           1,           9,33.720783378
1195,0,16000,       62973,       87698,DebtCon,Office,           1,           0,           0,156.42811549,           0,          24,23.570800835
1196,0,16000,       57944,       89778,HomeImp,ProfExe,           2,           0,           0,135.60607791,           0,          12,25.725793664
1197,0,16100,       76644,      103192,DebtCon,Other,           5,           2,           0,76.077935453,           0,          20,24.187933859
1198,0,16100,       63798,       91045,HomeImp,Other,,           0,           0,298.21073119,           0,          19,30.961645128
1199,0,16100,       59734,       93756,DebtCon,Office,          31,           0,           0,210.15893736,           0,          21,32.596219565
1200,0,16100,      107758,      124610,DebtCon,ProfExe,           0,           0,           0,129.17889813,           0,          29,  34.2115674
1201,0,16100,       45973,       64430,HomeImp,Office,           3,           0,           0,117.07375316,           0,          17,33.824716398
1202,1,16100,       61712,       82649,DebtCon,Other,          12,           0,           0,94.645123603,           0,           9,27.548831204
1203,0,16100,       49244,       65523,HomeImp,Office,           2,           0,           0,110.21989337,           0,          17,31.001523706
1204,0,16100,,       29725,DebtCon,Other,          11,,,85.951530438,           2,           8,33.496046557
1205,0,16100,       26276,      168105,HomeImp,Self,           7,           0,           0,336.19846451,           0,          26,25.991819945
1206,0,16100,       81145,       92943,DebtCon,ProfExe,           8,           1,           2,343.49891676,,          41,37.557976627
1207,0,16100,       68905,       91572,DebtCon,Office,           3,           0,           0,165.45712458,           0,          25,24.920119989
1208,0,16200,       62258,       92595,DebtCon,Office,           2,           0,           0,177.85421954,           0,          25, 22.21960047
1209,0,16200,       87248,      116407,DebtCon,Other,          20,           0,           0, 270.0076812,           1,          16,24.543268816
1210,1,16200,       83448,      135447,DebtCon,Mgr,          17,           0,           5,129.78013164,           9,          19,45.554415483
1211,0,16200,       95465,      114758,DebtCon,Other,           7,           0,           0,298.46443532,           2,          19,32.622560102
1212,1,16200,       23466,      206368,DebtCon,Mgr,           9,           7,           3,141.02742652,          10,          41, 32.36849777
1213,0,16200,       81933,      131208,DebtCon,ProfExe,          13,           0,           0,308.53202717,           0,          19, 29.60368375
1214,1,16200,       34984,       46382,DebtCon,Other,          11,           0,           0,175.14431949,           3,          20,39.740928127
1215,1,16300,       31800,       63000,DebtCon,Other,          12,           1,           5,       124.9,           1,          14,
1216,1,16300,       79087,      102921,DebtCon,Sales,          23,           0,           0,256.25308431,           0,          45,36.987085694
1217,0,16300,       84480,      101243,DebtCon,Office,          30,,           0,337.34230408,           2,          49,35.412870351
1218,0,16300,       71510,       89756,DebtCon,Other,           2,           0,           0,193.13589022,           0,          30,31.413585832
1219,0,16300,      105169,      134992,DebtCon,Other,           1,           0,           0,277.99294556,           0,          46,41.949854504
1220,0,16300,       67524,       85577,DebtCon,Other,           8,           0,           0,75.434327987,           3,          11,31.761828777
1221,0,16300,       43500,       69875,DebtCon,ProfExe,           5,           0,           0,245.53333333,           3,          32,
1222,1,16300,       25004,       65000,DebtCon,Other,           2,           0,           0,199.83333333,           0,           7,
1223,0,16300,       56075,       88870,,ProfExe,          11,           0,           0,,           1,          16,24.689293685
1224,0,16300,       59901,       83232,HomeImp,Other,,           0,           0,284.51430538,           0,          20,27.898802748
1225,0,16300,       66038,       98585,DebtCon,Office,           1,           0,           0, 162.0654119,           3,          19, 32.75346067
1226,0,16400,       74904,       92308,DebtCon,Other,           6,           0,           0,202.49044482,           3,          19,42.420345308
1227,0,16400,       62786,       79154,DebtCon,,           7,,,,,,24.838940068
1228,0,16400,       21857,       51994,HomeImp,ProfExe,           7,           0,           0,201.93333333,           0,          14,
1229,0,16400,       86623,      124048,,,,,,,,,35.810769362
1230,1,16400,       54818,       74447,DebtCon,Office,           3,           2,           3,208.08886428,           1,          50, 41.95642972
1231,0,16400,       81700,      109025,DebtCon,ProfExe,          10,           0,           0,155.26666667,           3,          19,
1232,0,16400,       58664,       89589,DebtCon,Office,          27,           0,           0,211.44110206,           0,          21,34.256364885
1233,0,16400,       71906,       86144,DebtCon,Office,           2,           0,           0,126.17015231,           1,          20,23.698007625
1234,0,16400,       65898,       85424,HomeImp,ProfExe,          10,           0,           1,173.53321041,           0,          14,26.931994858
1235,0,16400,       86422,      116097,,,,,,,,,35.598950764
1236,0,16500,       48491,      112677,HomeImp,Office,           2,,           2, 138.0960861,           1,          23,37.253333224
1237,0,16500,,       88454,DebtCon,Office,          30,           0,           0,320.42145028,           0,          16,14.097940896
1238,0,16500,       64992,       97348,HomeImp,Office,           8,,,123.66882077,           0,          11,36.107923552
1239,0,16500,,       42894,HomeImp,Other,           1,           0,           0,331.42686954,           0,           8,26.895804457
1240,0,16500,       67619,       93500,HomeImp,ProfExe,           8,           0,           0,82.166666667,           0,          16,
1241,0,16500,       56500,       80000,DebtCon,Other,           2,           0,           0,308.43333333,           3,          16,
1242,1,16500,       50000,,DebtCon,Mgr,           1,           0,           0,120.73333333,           3,          11,
1243,0,16500,      126872,      167611,DebtCon,Office,           5,           0,           0,136.12243475,           1,          21,26.404528407
1244,0,16500,       51758,      138693,DebtCon,Other,           2,           0,           0,283.06984094,           5,          43,39.716770715
1245,0,16500,       52030,      158296,DebtCon,ProfExe,          20,           0,           0,218.53926573,           0,          27,22.484791751
1246,0,16500,       48674,       73720,DebtCon,ProfExe,          17,           0,           0,186.47307149,           0,          23, 38.37360781
1247,0,16500,        8795,      164000,HomeImp,Mgr,          23,           0,           0,76.066666667,           2,          21,
1248,0,16500,       74263,       98922,DebtCon,Office,           0,           0,           0,139.83124654,           3,          20,31.814429354
1249,0,16500,       45441,       76145,DebtCon,Mgr,           4,           0,           0,124.03338316,           1,           8,28.173450676
1250,0,16600,       95860,      123546,DebtCon,Office,           0,,           2,252.75748794,           1,          29,40.608567483
1251,0,16600,       81275,      106691,DebtCon,ProfExe,           1,           0,           0,289.37613799,           1,          20,38.475240991
1252,0,16600,       97749,      164103,,Other,,           1,, 263.8467774,,          23,37.386854286
1253,0,16600,       28694,       44165,DebtCon,ProfExe,          20,           0,           1,206.71765119,           2,          16, 30.63902291
1254,0,16600,       69644,      100411,DebtCon,Office,           0,           0,           0,149.09522704,           4,          19,29.725746822
1255,0,16600,       71096,      104437,HomeImp,ProfExe,           9,           0,           0,246.95963628,           1,          12,37.099532605
1256,0,16700,       62933,       95498,DebtCon,Office,           0,           0,           1,161.66099425,           0,          25, 24.26256802
1257,0,16700,,       29387,DebtCon,Other,          13,,,80.820591457,           2,           8,33.364491337
1258,0,16700,      102687,      137417,DebtCon,ProfExe,           7,           0,           0,97.763511856,           0,          14, 31.10800492
1259,0,16700,       43794,       61446,DebtCon,,           6,           0,           0,96.454705906,           1,           9,28.452980859
1260,0,16700,       54079,      112463,HomeImp,Office,           1,,           3,134.92571376,           1,          23,37.033954387
1261,0,16700,       12830,       56465,DebtCon,ProfExe,           3,           0,           0,301.14852231,           0,          15,18.251480864
1262,0,16800,       56979,       90008,HomeImp,ProfExe,          10,           0,           2,178.92995639,           1,          12,27.816420302
1263,0,16800,       50050,      140222,DebtCon,Other,           4,           0,           0,272.49983533,           5,          43,40.033378243
1264,0,16800,       23670,       41879,DebtCon,Mgr,          17,           1,           0,106.39856975,           0,          17,26.696716261
1265,1,16800,       16204,       27781,HomeImp,Other,           1,          10,           0,190.57709682,           0,           9,27.146885648
1266,1,16800,       50445,       71711,DebtCon,Other,           5,           0,           0,71.230761689,           5,          18,40.582913478
1267,0,16800,      102838,      111319,DebtCon,Office,           1,           0,           0, 257.3285966,           0,          34, 27.57659689
1268,0,16800,       46312,       67166,HomeImp,Other,          27,           0,           0,241.50838389,           0,          14,26.220717432
1269,0,16800,       50135,       93772,DebtCon,ProfExe,           5,           0,           0,126.48940505,           2,          21,35.856354887
1270,0,16800,       58193,       82942,DebtCon,Other,           1,           0,           0,320.06300966,           3,          16,42.845962863
1271,0,16800,       39352,       60943,HomeImp,Other,          25,           0,           0, 237.7636233,           0,          13,25.439888235
1272,0,16800,      144756,      183810,DebtCon,Mgr,          11,           0,           0,243.54225494,           0,          20,26.733982835
1273,0,16800,      115870,      130809,DebtCon,,          15,           0,           0,177.63228248,           0,          17,39.567208162
1274,0,16900,      131002,      166859,DebtCon,Office,           4,           0,           0,135.85642316,           0,          20,28.151885281
1275,0,16900,       71672,       96677,DebtCon,Other,           1,           0,           0,153.79169482,           0,          30,35.327836168
1276,0,16900,       47129,       62342,DebtCon,Other,          15,           0,           0,290.14892122,           0,          21,30.318596795
1277,0,16900,       31143,       75125,HomeImp,Other,,           1,           0,237.17904542,           0,          49,42.132280565
1278,1,16900,       63800,       85000,DebtCon,Other,           2,           0,           6,       127.8,           2,          33,
1279,0,16900,       66812,       90973,HomeImp,Office,           9,,,108.00552587,           0,          10,37.469017947
1280,0,16900,       67111,       96985,HomeImp,ProfExe,          21,           0,           0,233.78439855,           1,          23,37.324711324
1281,0,16900,      116357,      209364,DebtCon,Other,           4,           0,           0,221.12855483,           0,          16,27.900263904
1282,0,16900,       53252,       89720,DebtCon,Office,          29,           0,           0,204.58793388,           0,          22,33.016153118
1283,0,16900,       17988,      137328,DebtCon,Other,           9,           0,           0,360.14696016,           0,          10,41.902054192
1284,0,17000,       10866,      171952,HomeImp,Mgr,          24,           0,           0,79.991975497,           2,          21,29.846958737
1285,1,17000,       54218,       75000,DebtCon,Mgr,           5,           1,           0,       177.5,           6,          35,
1286,0,17000,       51682,       67688,HomeImp,Office,           2,           0,           0,135.19190654,           0,          18,33.050636366
1287,0,17000,       83248,       95886,DebtCon,ProfExe,           8,           0,           2,349.43007938,,          41, 36.05994724
1288,0,17000,      125728,      159770,DebtCon,Mgr,,           0,           0,228.42238215,           0,          18,37.008373781
1289,0,17000,       31772,       60289,HomeImp,ProfExe,           6,           0,           0,189.23698365,           0,          13,31.125746532
1290,0,17000,       86341,      133564,DebtCon,ProfExe,          15,           0,           0,307.67385711,           0,          18,28.368210586
1291,0,17000,       27088,      166437,HomeImp,Self,           7,           0,           0,306.67417105,           0,          27,26.156717881
1292,0,17000,       97438,      158780,DebtCon,Mgr,           0,           0,           0,210.91260341,           1,          18,38.796749949
1293,0,17000,       60483,       85015,HomeImp,ProfExe,           4,           0,           0,116.52526509,           0,          12, 27.29874318
1294,1,17000,       36420,       54375,DebtCon,Other,           1,           1,           0,        77.7,           1,          18,
1295,0,17000,       23200,       85000,DebtCon,ProfExe,           9,           0,           0,149.06666667,           1,          21,
1296,0,17000,      152900,      191146,DebtCon,Other,         7.5,           0,           0,,           2,          16,
1297,0,17000,       55820,       88683,DebtCon,Office,         0.5,           0,           0,74.033333333,           0,          23,
1298,1,17000,       61000,      127000,DebtCon,Mgr,           9,           0,           5,       256.7,           0,          40,
1299,1,17000,       89600,      115000,DebtCon,Self,          20,,           3,99.266666667,           0,          23,
1300,1,17000,       43000,       63500,DebtCon,Other,           8,           0,           0,46.666666667,           3,          11,
1301,0,17000,       25638,      128433,DebtCon,Other,          10,           0,           0, 367.6645206,           0,           9,39.106896383
1302,0,17100,       56791,       94396,DebtCon,ProfExe,           7,           0,           0,110.29408781,           1,          21,36.107340903
1303,0,17100,       19126,       88969,DebtCon,Other,          21,           0,           0,225.70628788,           2,          41,38.896378177
1304,0,17100,,       96036,DebtCon,Office,          27,           0,           0,327.00179108,           0,          15,12.498669801
1305,0,17100,      123463,      160487,DebtCon,Office,           4,           0,           0,155.30076264,           0,          21,25.704127792
1306,1,17100,       32134,       69131,DebtCon,Other,           3,           0,           0,209.19880045,           0,           6,38.632967001
1307,0,17100,       27842,       74459,HomeImp,Other,,           0,           0,248.71878008,           0,          49,44.552154152
1308,0,17100,      117337,      131575,DebtCon,,          16,           0,           0,177.62943226,           0,          17,39.176432459
1309,0,17200,      103519,      118074,DebtCon,Other,           0,           0,           0, 102.6786125,           1,          21,41.418352854
1310,0,17200,       11950,      170000,HomeImp,Mgr,          22,           0,           0,77.283384968,           1,          20, 28.82169866
1311,0,17200,       39316,       66978,DebtCon,,           4,           0,           0,99.985975956,           1,          10,26.437084055
1312,1,17200,       74402,,DebtCon,ProfExe,          13,           0,           1,115.35303064,           4,          34,41.359036334
1313,0,17200,       53849,      102326,HomeImp,Other,           1,           0,           3,57.166745124,           1,           9,39.991154244
1314,0,17200,       90567,      118761,DebtCon,Other,          14,           0,           0,139.34017022,           2,           9,34.784870381
1315,0,17200,       99204,      119490,DebtCon,Other,           9,           0,           0,296.21148976,           1,          18,  30.3013654
1316,0,17200,       48427,       66082,DebtCon,Mgr,          29,           0,           0,283.84875911,           1,          16,38.393634669
1317,0,17200,       62840,       92946,HomeImp,ProfExe,           5,           0,           0,133.15948077,           0,          11,27.503540171
1318,0,17300,       51185,       65537,DebtCon,Other,           6,           0,           1,129.83794119,           3,          49,29.311594064
1319,0,17300,       35070,       63862,DebtCon,Other,          16,           0,           0,125.13156939,           1,          17,37.936519649
1320,0,17300,       79412,      114906,DebtCon,Mgr,          17,           0,           0, 247.3605705,           4,          30,36.536435564
1321,0,17300,       44031,       79187,DebtCon,Other,           0,,           1,299.70523733,           1,          10,35.986669908
1322,0,17300,       20798,       37980,,Office,           2,           0,           0,219.30936478,           0,          16,37.763211014
1323,1,17300,       73503,       91842,DebtCon,Other,           0,           0,           6,142.33207559,           1,          32,46.902324378
1324,0,17300,       57358,       71617,DebtCon,Office,           0,           0,           0,194.29333919,           0,          25, 30.53780606
1325,0,17300,       51107,       64135,HomeImp,Office,           4,           0,           0,115.00219496,           0,          17,32.251086122
1326,0,17300,       48132,       78889,DebtCon,Mgr,           4,           0,           0,133.16768546,           0,           8,28.298227056
1327,0,17400,       61035,       90434,HomeImp,ProfExe,           4,           0,           0,113.63599565,           0,          12,25.357194605
1328,0,17400,       24687,       37391,,Office,           2,           0,           0,217.74427464,           0,          16,38.251392033
1329,0,17400,       11147,      166496,HomeImp,Mgr,          23,           0,           0,73.467517761,           1,          19,29.531664151
1330,0,17400,       45861,       61256,DebtCon,Other,           7,           0,           0,132.01922665,           3,          48,30.186567466
1331,1,17400,       54161,       75500,DebtCon,Office,           4,           0,           0,23.333333333,           5,          11,
1332,0,17400,       44479,       78121,DebtCon,Mgr,           1,           0,           0, 117.3235888,           0,           9,27.133989435
1333,0,17400,      123579,      168243,DebtCon,Office,           4,           0,           0, 146.3520808,           0,          20,26.603511505
1334,0,17400,      166345,      202989,DebtCon,ProfExe,          10,           0,           0,276.06634632,           0,          37,24.356593557
1335,0,17400,       55575,       78661,DebtCon,Other,          17,           1,           0,198.98960053,           1,          20,38.991431366
1336,0,17400,       56111,      114521,HomeImp,Office,           2,,           2,154.85552388,           1,          24,38.695083557
1337,0,17400,       64163,       84948,HomeImp,ProfExe,          12,           0,           2,172.71116574,           0,          13,27.979694402
1338,1,17400,       79623,      113658,DebtCon,Other,           0,           0,           2,212.12914517,           2,          25,35.106719635
1339,0,17500,       92986,      114276,DebtCon,Other,          13,           0,           0,116.96135784,           2,           8,36.251385732
1340,0,17500,       99853,      163401,DebtCon,Mgr,           0,           0,           0,208.46227619,           1,          18, 37.82861717
1341,0,17500,      101354,      117209,DebtCon,ProfExe,           1,           0,           0,136.15822253,           0,          30,36.851723302
1342,1,17500,       76100,       98500,DebtCon,Other,           5,          10,           1,59.833333333,           5,          16,
1343,0,17500,       73071,       94267,DebtCon,Office,           1,           0,           0,160.45470053,           3,          19,32.276809318
1344,1,17500,       68000,      133015,DebtCon,Office,          19,           1,           1,       177.5,           5,          21,
1345,0,17500,       85183,      108948,HomeImp,ProfExe,           4,           0,           0,125.10948564,           1,          25,37.103025992
1346,0,17500,       61524,       87188,HomeImp,ProfExe,           3,           0,           0,115.80866085,           1,          13,25.401570002
1347,0,17500,       23288,       94904,DebtCon,ProfExe,           8,           0,           0,145.12073677,           0,          20,29.675382217
1348,0,17600,       64857,       82449,DebtCon,Other,           1,           0,           0,312.88247401,           3,          15,43.478862555
1349,0,17600,       71983,       97939,DebtCon,Office,           1,           0,           0,144.36621588,           3,          19,29.808589765
1350,0,17600,       62198,      101183,HomeImp,ProfExe,          21,           0,           0, 230.7167135,           1,          23,39.139756562
1351,0,17600,       71366,       87862,DebtCon,Office,           5,           0,           0,116.79668509,           0,          20,23.400137117
1352,0,17600,,       66000,,,           7,           0,           0,111.78570044,           0,          14,27.090894722
1353,0,17600,       88661,      114922,DebtCon,Other,          13,           0,           0,152.75401017,           1,           7,36.766273628
1354,0,17700,       50886,      106673,HomeImp,Other,           2,           0,           2,57.090659606,           1,          10, 40.85911311
1355,0,17700,       60260,       90196,HomeImp,ProfExe,          11,           0,           1,177.85484553,           0,          14, 29.60717111
1356,0,17700,,       56402,DebtCon,Office,           3,           0,           0, 91.04574898,           2,           8,38.685506283
1357,0,17700,       98476,      136319,DebtCon,Office,           2,,,110.73572859,           3,          16,32.221024839
1358,0,17700,       85150,      113104,DebtCon,ProfExe,          11,           0,           0, 148.0652591,           2,          19,38.962872064
1359,0,17800,       39686,       67246,DebtCon,,           5,           0,           0,114.18355498,           1,          10,27.575809699
1360,0,17800,,       95639,,Other,,           0,           0,179.84935161,           1,           9,33.142257222
1361,0,17800,       56956,       74305,DebtCon,Office,           0,           0,           0,187.18332939,           0,          24,31.817471916
1362,0,17800,      100277,      163702,,Other,,           1,,256.85447121,,          24,36.354036449
1363,0,17800,      137169,      182280,DebtCon,Mgr,          12,           0,           0,241.37530714,           0,          21,28.846448119
1364,0,17800,       13839,      171378,HomeImp,Mgr,          23,           0,           0,86.702624803,           2,          21,31.359609533
1365,0,17800,       13660,      173360,HomeImp,Mgr,          23,           0,           0,78.838898801,           2,          21,30.062792323
1366,0,17800,        8642,       88369,HomeImp,Other,          13,           0,           0,265.02210303,           0,          22,26.480792368
1367,0,17800,       36902,       57622,HomeImp,Other,           9,           0,           0,121.87970265,           0,          10,19.142116568
1368,0,17900,       37265,       53214,DebtCon,ProfExe,           2,           0,           0,259.96383104,           0,          34,39.831500564
1369,0,17900,       62697,       89848,DebtCon,Office,           7,           0,           0,113.05889691,           0,          19,24.072191356
1370,0,17900,       97335,      167384,,Other,,           0,,250.48710842,,          24, 39.15632328
1371,0,17900,       66823,       91680,DebtCon,Mgr,           0,           0,           0, 89.43649279,           0,          18,27.710657289
1372,0,17900,      110332,      130756,DebtCon,Other,           2,           0,           1,288.65558416,           1,          47,41.946375198
1373,0,17900,       68779,       98623,DebtCon,Mgr,           1,           0,           0,83.861641243,           0,          17,26.405666645
1374,1,17900,,       31953,HomeImp,Other,          10,           0,           1,74.429307591,           1,           2,29.975603348
1375,0,18000,       49255,       61752,DebtCon,Other,           8,           0,           0,122.06196718,           3,          49,30.033722382
1376,0,18000,       97523,      130166,DebtCon,Mgr,           5,,,247.97282353,           3,          42,40.591687385
1377,0,18000,       63508,       94991,DebtCon,Office,           1,           0,           0,155.88472429,           0,          25, 23.58566428
1378,0,18000,,       53365,DebtCon,Other,,,,340.46080102,,          17,30.575650029
1379,0,18000,       23252,       50750,DebtCon,ProfExe,          16,           0,           0,       180.6,           1,          20,
1380,0,18000,       23000,       46000,DebtCon,Other,         0.2,,,312.53333333,,          25,
1381,0,18000,        7051,       66200,DebtCon,Office,,           0,           0,250.56666667,           0,          22,
1382,0,18000,       56000,       78000,DebtCon,,           4,           0,           0,108.53333333,           0,          16,
1383,1,18000,       62000,      160800,HomeImp,ProfExe,          15,           0,           0,129.83333333,           1,          11,
1384,1,18000,       57988,       86970,DebtCon,Other,          16,           0,           0,165.33333333,           2,          14,
1385,1,18000,       39005,       60000,DebtCon,Other,          10,           2,           0,112.63333333,           5,           5,
1386,0,18000,       52301,       79959,DebtCon,Other,           1,,           1, 290.2806482,           0,           9, 37.16369797
1387,0,18000,      100822,      118817,DebtCon,ProfExe,           0,           0,           0,126.42643974,           0,          30,37.877411067
1388,1,18000,       48724,       72654,DebtCon,Other,           7,           0,           0,62.088605958,           0,           4,31.570298921
1389,0,18000,       90275,      135792,DebtCon,Mgr,          13,           0,           0,178.66176401,           1,          26,33.336960792
1390,0,18000,       50409,       78404,DebtCon,ProfExe,           9,           0,           0,191.28207894,           0,          42,39.483023972
1391,0,18000,       54196,       71412,DebtCon,ProfExe,          10,           0,           0,189.87427039,           1,          42,37.352105103
1392,0,18000,,       97026,,Other,,           0,           0,182.59781573,           1,           9,30.675510367
1393,0,18000,      107546,      176314,DebtCon,Office,           6,           0,           0,218.01938613,           3,          23, 40.15214366
1394,0,18100,      144692,      183630,DebtCon,Mgr,          11,           0,           0, 256.2054726,           0,          21,27.384116512
1395,0,18100,       53524,      102133,HomeImp,Other,           0,           0,           3, 52.94238739,           1,           9,40.616797274
1396,0,18100,       46145,       72200,DebtCon,ProfExe,          11,           0,           0,178.19207766,           0,          42,40.574022482
1397,0,18100,       62783,       86066,DebtCon,Other,           0,           0,           0,293.35858684,           2,          15,43.617714297
1398,0,18100,      112832,      182418,DebtCon,Office,           8,           0,           0,230.07213106,           3,          23,40.298698909
1399,0,18100,       27239,       39723,DebtCon,Mgr,          17,           0,           0,111.53221405,           1,          16,24.449452808
1400,0,18100,       18611,      171194,HomeImp,Self,           5,           0,           0,313.03794532,           0,          26,27.199154012
1401,0,18200,       50250,       72000,DebtCon,Mgr,          10,           2,           0,75.066666667,           3,          28,
1402,0,18200,       93702,      158647,HomeImp,ProfExe,           4,           0,           1,96.177793274,           0,          16,34.709935978
1403,0,18200,       34593,       56658,DebtCon,Other,          15,           0,           0,126.04800979,           1,          18,36.926634786
1404,0,18200,       94727,      136877,DebtCon,Mgr,          15,           0,           0,168.95996818,           2,          26,36.056437467
1405,0,18200,       61690,       89963,HomeImp,ProfExe,          15,           0,           2,157.40967898,           0,          14,27.946675965
1406,0,18200,        4927,       30198,DebtCon,Other,,           0,           0,89.599838668,           1,          19,41.230526879
1407,0,18200,      120966,      208782,DebtCon,Other,           4,           0,           0,202.53433338,           0,          17,27.436646043
1408,0,18200,       68743,       92112,DebtCon,Mgr,           0,           0,           0, 95.34376502,           0,          16,26.692666627
1409,1,18200,       95091,      113294,DebtCon,ProfExe,          15,           0,           3,188.50461695,           0,          36,78.654386048
1410,0,18200,       39109,       62371,HomeImp,Other,          25,           0,           0,268.19826067,           0,          13,24.748181035
1411,0,18300,       40018,       65355,DebtCon,Other,          16,           1,           0,287.97462979,           0,          21,28.362882965
1412,0,18300,       55584,       95236,,ProfExe,          10,           0,           0,,           1,          15,24.590633188
1413,0,18300,      121001,      210685,DebtCon,Other,           2,           0,           0,192.97728543,           0,          16,26.860500326
1414,0,18300,       35975,       60500,DebtCon,Office,          13,           0,           2,118.66666667,           1,          22,
1415,1,18300,       60100,       82506,DebtCon,ProfExe,          10,           3,           1,171.46666667,           2,          64,
1416,0,18300,       93728,      153093,HomeImp,ProfExe,           5,           0,           0,109.33710593,           0,          16,36.213987487
1417,0,18300,       67550,       95440,DebtCon,Office,           3,           0,           0,154.15011358,           0,          25,22.854999265
1418,0,18400,       89101,      118748,DebtCon,ProfExe,           7,           0,           0,153.84976303,           2,          21, 21.76282696
1419,0,18400,       65519,       89276,DebtCon,Other,           0,           1,           2,123.09855199,           2,          26,36.354203237
1420,0,18400,       94280,      122172,DebtCon,Office,          23,           0,           0,280.04883361,           2,          16,33.363528658
1421,0,18400,       99902,      125249,DebtCon,Office,          26,           0,           0,294.42411801,           2,          16,33.488547383
1422,1,18400,       72718,       98065,DebtCon,Other,           8,           0,           0,119.05781713,           0,          19,35.364128433
1423,0,18400,       83548,      111626,DebtCon,ProfExe,           9,           0,           0,163.85439342,           3,          17,37.078117787
1424,1,18400,       43188,       68876,DebtCon,Other,,           0,           0,199.00057602,           6,          25,41.006103287
1425,0,18500,       57174,       91772,HomeImp,ProfExe,           4,           0,           0,129.66321658,           0,          13,28.904478844
1426,0,18500,       46555,       69186,DebtCon,ProfExe,          19,           0,           0,187.23013253,           0,          22,38.188143858
1427,0,18500,      102472,      115719,DebtCon,ProfExe,           0,           0,           0,120.09026456,           0,          30,34.243440963
1428,0,18500,       65165,       90805,DebtCon,Office,           2,           0,           0,160.73226514,           0,          25,25.372047645
1429,0,18500,       67290,       95750,DebtCon,Other,,           2,           1,       237.1,           2,          14,
1430,0,18500,       71000,       95000,DebtCon,Mgr,           6,           0,           0,          71,           7,          24,
1431,0,18600,       72860,       90347,DebtCon,Other,           0,           1,           1,104.04046687,           2,          26,36.025925278
1432,0,18600,       84874,      115759,DebtCon,ProfExe,           9,           0,           0,146.06981083,           3,          18,39.834319933
1433,0,18600,       47199,       70134,DebtCon,Other,           8,           0,           0,86.558860141,           3,          15,43.507938545
1434,0,18600,       23792,       79716,HomeImp,Other,,           0,           0,238.78983667,           0,          50,42.127124258
1435,0,18600,      100144,      153751,HomeImp,ProfExe,           4,           0,           0,93.662170489,           0,          16,34.892733618
1436,0,18600,      132785,      155644,DebtCon,Mgr,,           0,           0,225.72750616,           0,          20, 37.32857399
