,Unnamed: 0,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1258,1193,"[15332, 17086)","[46689, 54034)","[59908, 76844)",DebtCon,ProfExe,"[2, 3)",0,0,"[187, 210)",0,22,nan
1259,1246,"[15332, 17086)","[46689, 54034)","[59908, 76844)",DebtCon,ProfExe,"[17, 18)",0,0,"[163, 187)",0,23,"[37, 40)"
1260,1269,"[15332, 17086)","[46689, 54034)","[76844, 93780)",DebtCon,ProfExe,"[5, 6)",0,0,"[116, 140)",2,21,"[34, 37)"
1261,1163,"[15332, 17086)","[46689, 54034)","[144589, 161525)",DebtCon,ProfExe,"[19, 20)",0,0,"[233, 257)",0,28,"[20, 23)"
1262,1245,"[15332, 17086)","[46689, 54034)","[144589, 161525)",DebtCon,ProfExe,"[20, 21)",0,0,"[210, 233)",0,27,"[20, 23)"
1263,1206,"[15332, 17086)","[76070, 83415)","[76844, 93780)",DebtCon,ProfExe,"[8, 9)",1,2,"[327, 350)",nan,41,"[37, 40)"
1264,1251,"[15332, 17086)","[76070, 83415)","[93780, 110717)",DebtCon,ProfExe,"[1, 2)",0,0,"[280, 303)",1,20,"[37, 40)"
1265,1287,"[15332, 17086)","[76070, 83415)","[93780, 110717)",DebtCon,ProfExe,"[8, 9)",0,2,"[327, 350)",nan,41,"[34, 37)"
1266,1231,"[15332, 17086)","[76070, 83415)","[93780, 110717)",DebtCon,ProfExe,"[10, 11)",0,0,"[140, 163)",3,19,nan
1267,1213,"[15332, 17086)","[76070, 83415)","[127653, 144589)",DebtCon,ProfExe,"[13, 14)",0,0,"[303, 327)",0,19,"[28, 31)"
1268,1180,"[15332, 17086)","[83415, 90760)","[93780, 110717)",DebtCon,ProfExe,"[15, 16)",0,3,"[163, 187)",0,37,nan
1269,1185,"[15332, 17086)","[83415, 90760)","[110717, 127653)",DebtCon,ProfExe,"[8, 9)",0,0,"[187, 210)",2,36,"[40, 43)"
1270,1290,"[15332, 17086)","[83415, 90760)","[127653, 144589)",DebtCon,ProfExe,"[15, 16)",0,0,"[303, 327)",0,18,"[28, 31)"
1271,1258,"[15332, 17086)","[98105, 105450)","[127653, 144589)",DebtCon,ProfExe,"[7, 8)",0,0,"[93, 116)",0,14,"[31, 34)"
1272,1200,"[15332, 17086)","[105450, 112795)","[110717, 127653)",DebtCon,ProfExe,"[0, 1)",0,0,"[116, 140)",0,29,"[34, 37)"
1273,1135,"[15332, 17086)","[156866, 164211)","[178461, 195397)",DebtCon,ProfExe,"[8, 9)",nan,0,"[187, 210)",4,26,"[40, 43)"
1274,1379,"[17086, 18840)","[17309, 24654)","[42972, 59908)",DebtCon,ProfExe,"[16, 17)",0,0,"[163, 187)",1,20,nan
1275,1347,"[17086, 18840)","[17309, 24654)","[93780, 110717)",DebtCon,ProfExe,"[8, 9)",0,0,"[140, 163)",0,20,"[28, 31)"
1276,1368,"[17086, 18840)","[31999, 39344)","[42972, 59908)",DebtCon,ProfExe,"[2, 3)",0,0,"[257, 280)",0,34,"[37, 40)"
1277,1396,"[17086, 18840)","[39344, 46689)","[59908, 76844)",DebtCon,ProfExe,"[11, 12)",0,0,"[163, 187)",0,42,"[40, 43)"
1278,1426,"[17086, 18840)","[39344, 46689)","[59908, 76844)",DebtCon,ProfExe,"[19, 20)",0,0,"[187, 210)",0,22,"[37, 40)"
1279,1390,"[17086, 18840)","[46689, 54034)","[76844, 93780)",DebtCon,ProfExe,"[9, 10)",0,0,"[187, 210)",0,42,"[37, 40)"
1280,1391,"[17086, 18840)","[54034, 61379)","[59908, 76844)",DebtCon,ProfExe,"[10, 11)",0,0,"[187, 210)",1,42,"[37, 40)"
1281,1415,"[17086, 18840)","[54034, 61379)","[76844, 93780)",DebtCon,ProfExe,"[10, 11)",3,1,"[163, 187)",2,64,nan
1282,1302,"[17086, 18840)","[54034, 61379)","[93780, 110717)",DebtCon,ProfExe,"[7, 8)",0,0,"[93, 116)",1,21,"[34, 37)"
1283,1312,"[17086, 18840)","[68724, 76070)",nan,DebtCon,ProfExe,"[13, 14)",0,1,"[93, 116)",4,34,"[40, 43)"
1284,1437,"[17086, 18840)","[76070, 83415)","[93780, 110717)",DebtCon,ProfExe,"[0, 1)",0,0,"[257, 280)",2,20,"[37, 40)"
1285,1418,"[17086, 18840)","[83415, 90760)","[110717, 127653)",DebtCon,ProfExe,"[7, 8)",0,0,"[140, 163)",2,21,"[20, 23)"
1286,1432,"[17086, 18840)","[83415, 90760)","[110717, 127653)",DebtCon,ProfExe,"[9, 10)",0,0,"[140, 163)",3,18,"[37, 40)"
1287,1423,"[17086, 18840)","[83415, 90760)","[110717, 127653)",DebtCon,ProfExe,"[9, 10)",0,0,"[163, 187)",3,17,"[37, 40)"
1288,1358,"[17086, 18840)","[83415, 90760)","[110717, 127653)",DebtCon,ProfExe,"[11, 12)",0,0,"[140, 163)",2,19,"[37, 40)"
1289,1443,"[17086, 18840)","[90760, 98105)","[93780, 110717)",DebtCon,ProfExe,"[7, 8)",0,0,"[140, 163)",2,20,"[20, 23)"
1290,1409,"[17086, 18840)","[90760, 98105)","[110717, 127653)",DebtCon,ProfExe,"[15, 16)",0,3,"[187, 210)",0,36,"[77, 80)"
1291,1427,"[17086, 18840)","[98105, 105450)","[110717, 127653)",DebtCon,ProfExe,"[0, 1)",0,0,"[116, 140)",0,30,"[34, 37)"
1292,1387,"[17086, 18840)","[98105, 105450)","[110717, 127653)",DebtCon,ProfExe,"[0, 1)",0,0,"[116, 140)",0,30,"[37, 40)"
1293,1341,"[17086, 18840)","[98105, 105450)","[110717, 127653)",DebtCon,ProfExe,"[1, 2)",0,0,"[116, 140)",0,30,"[34, 37)"
1294,1448,"[17086, 18840)","[164211, 171556)","[195397, 212334)",DebtCon,ProfExe,"[9, 10)",0,0,"[257, 280)",1,38,"[25, 28)"
1295,1334,"[17086, 18840)","[164211, 171556)","[195397, 212334)",DebtCon,ProfExe,"[10, 11)",0,0,"[257, 280)",0,37,"[23, 25)"
1296,1549,"[18840, 20594)","[24654, 31999)","[42972, 59908)",DebtCon,ProfExe,"[16, 17)",0,0,"[163, 187)",1,20,"[37, 40)"
1297,1494,"[18840, 20594)","[24654, 31999)","[42972, 59908)",DebtCon,ProfExe,"[17, 18)",0,0,"[163, 187)",1,20,"[37, 40)"
1298,1492,"[18840, 20594)","[24654, 31999)","[59908, 76844)",DebtCon,ProfExe,"[18, 19)",0,0,"[163, 187)",1,20,"[34, 37)"
1299,1513,"[18840, 20594)","[31999, 39344)","[59908, 76844)",DebtCon,ProfExe,"[9, 10)",0,0,"[280, 303)",0,19,nan
1300,1466,"[18840, 20594)","[39344, 46689)","[59908, 76844)",DebtCon,ProfExe,"[15, 16)",0,0,"[187, 210)",0,23,"[37, 40)"
1301,1557,"[18840, 20594)","[54034, 61379)","[59908, 76844)",DebtCon,ProfExe,"[10, 11)",0,0,"[187, 210)",0,41,"[37, 40)"
1302,1463,"[18840, 20594)","[54034, 61379)","[110717, 127653)",DebtCon,ProfExe,"[16, 17)",0,0,"[233, 257)",0,19,"[25, 28)"
1303,1578,"[18840, 20594)","[61379, 68724)","[76844, 93780)",DebtCon,ProfExe,"[9, 10)",3,1,"[163, 187)",2,64,"[40, 43)"
1304,1576,"[18840, 20594)","[61379, 68724)","[76844, 93780)",DebtCon,ProfExe,"[21, 22)",0,4,"[303, 327)",4,28,"[43, 46)"
1305,1528,"[18840, 20594)","[68724, 76070)","[93780, 110717)",DebtCon,ProfExe,"[11, 12)",1,1,"[116, 140)",0,23,nan
1306,1540,"[18840, 20594)","[76070, 83415)","[93780, 110717)",DebtCon,ProfExe,"[9, 10)",nan,1,"[116, 140)",2,30,nan
1307,1459,"[18840, 20594)","[83415, 90760)","[110717, 127653)",DebtCon,ProfExe,"[9, 10)",0,0,"[140, 163)",2,19,"[37, 40)"
1308,1587,"[18840, 20594)","[90760, 98105)","[93780, 110717)",DebtCon,ProfExe,"[1, 2)",1,0,"[116, 140)",0,20,"[31, 34)"
1309,1512,"[18840, 20594)","[90760, 98105)","[110717, 127653)",DebtCon,ProfExe,"[6, 7)",0,0,"[116, 140)",3,21,"[17, 20)"
1310,1579,"[18840, 20594)","[90760, 98105)","[110717, 127653)",DebtCon,ProfExe,"[12, 13)",nan,nan,"[140, 163)",nan,24,"[31, 34)"
1311,1503,"[18840, 20594)","[90760, 98105)","[127653, 144589)",DebtCon,ProfExe,"[11, 12)",nan,nan,"[116, 140)",nan,24,"[28, 31)"
1312,1564,"[18840, 20594)","[134830, 142175)","[161525, 178461)",DebtCon,ProfExe,"[6, 7)",nan,nan,"[163, 187)",5,43,nan
1313,1497,"[18840, 20594)","[142175, 149521)","[178461, 195397)",DebtCon,ProfExe,"[13, 14)",nan,nan,"[93, 116)",1,23,"[28, 31)"
1314,1477,"[18840, 20594)","[142175, 149521)","[178461, 195397)",DebtCon,ProfExe,"[13, 14)",nan,nan,"[93, 116)",1,24,nan
1315,1489,"[18840, 20594)","[149521, 156866)","[195397, 212334)",DebtCon,ProfExe,"[13, 14)",nan,nan,"[116, 140)",0,24,"[28, 31)"
1316,1538,"[18840, 20594)","[156866, 164211)","[195397, 212334)",DebtCon,ProfExe,"[5, 6)",3,7,"[187, 210)",5,25,nan
1317,1472,"[18840, 20594)","[164211, 171556)","[195397, 212334)",DebtCon,ProfExe,"[9, 10)",0,0,"[233, 257)",0,38,"[23, 25)"
1318,1593,"[18840, 20594)","[164211, 171556)","[195397, 212334)",DebtCon,ProfExe,"[9, 10)",0,0,"[257, 280)",1,37,"[25, 28)"
1319,1560,"[18840, 20594)","[164211, 171556)","[195397, 212334)",DebtCon,ProfExe,"[11, 12)",0,0,"[233, 257)",0,38,"[25, 28)"
1320,1595,"[18840, 20594)","[178901, 186246)","[229270, 246206)",DebtCon,ProfExe,"[2, 3)",0,0,"[280, 303)",1,27,nan
1321,1679,"[20594, 22348)","[24654, 31999)","[42972, 59908)",DebtCon,ProfExe,"[14, 15)",0,0,"[163, 187)",1,19,"[37, 40)"
1322,1690,"[20594, 22348)","[46689, 54034)","[59908, 76844)",DebtCon,ProfExe,"[10, 11)",0,0,"[187, 210)",0,42,"[37, 40)"
1323,1697,"[20594, 22348)","[46689, 54034)","[93780, 110717)",DebtCon,ProfExe,"[1, 2)",0,0,"[187, 210)",0,26,nan
1324,1614,"[20594, 22348)","[54034, 61379)","[110717, 127653)",DebtCon,ProfExe,"[16, 17)",0,0,"[257, 280)",0,19,"[23, 25)"
1325,1698,"[20594, 22348)","[61379, 68724)","[76844, 93780)",DebtCon,ProfExe,"[8, 9)",1,1,"[116, 140)",4,26,nan
1326,1627,"[20594, 22348)","[61379, 68724)","[76844, 93780)",DebtCon,ProfExe,"[9, 10)",3,0,"[163, 187)",1,63,"[40, 43)"
1327,1626,"[20594, 22348)","[61379, 68724)","[76844, 93780)",DebtCon,ProfExe,"[13, 14)",2,1,"[93, 116)",7,28,"[28, 31)"
1328,1634,"[20594, 22348)","[68724, 76070)","[93780, 110717)",DebtCon,ProfExe,"[8, 9)",0,7,"[116, 140)",1,22,nan
1329,1642,"[20594, 22348)","[68724, 76070)","[93780, 110717)",DebtCon,ProfExe,"[12, 13)",0,1,"[93, 116)",0,22,"[17, 20)"
1330,1699,"[20594, 22348)","[76070, 83415)","[9100, 26036)",DebtCon,ProfExe,"[3, 4)",0,0,"[116, 140)",6,23,nan
1331,1633,"[20594, 22348)","[83415, 90760)","[127653, 144589)",DebtCon,ProfExe,"[22, 23)",1,0,"[163, 187)",1,25,nan
1332,1668,"[20594, 22348)","[90760, 98105)","[127653, 144589)",DebtCon,ProfExe,"[22, 23)",1,0,"[163, 187)",0,25,"[37, 40)"
1333,1689,"[20594, 22348)","[90760, 98105)","[127653, 144589)",DebtCon,ProfExe,nan,0,0,"[187, 210)",0,21,"[28, 31)"
1334,1676,"[20594, 22348)","[90760, 98105)","[144589, 161525)",DebtCon,ProfExe,"[23, 24)",0,0,"[140, 163)",0,25,"[40, 43)"
1335,1710,"[20594, 22348)","[127485, 134830)","[161525, 178461)",DebtCon,ProfExe,"[4, 5)",0,0,"[163, 187)",0,37,"[20, 23)"
1336,1687,"[20594, 22348)","[127485, 134830)","[161525, 178461)",DebtCon,ProfExe,"[6, 7)",0,0,"[163, 187)",0,37,"[20, 23)"
1337,1712,"[20594, 22348)","[134830, 142175)","[178461, 195397)",DebtCon,ProfExe,"[5, 6)",nan,nan,"[187, 210)",4,43,"[40, 43)"
1338,1694,"[20594, 22348)","[134830, 142175)","[178461, 195397)",DebtCon,ProfExe,"[6, 7)",nan,nan,"[140, 163)",5,42,"[40, 43)"
1339,1665,"[20594, 22348)","[134830, 142175)","[178461, 195397)",DebtCon,ProfExe,"[18, 19)",0,0,"[210, 233)",1,24,"[40, 43)"
1340,1702,"[20594, 22348)","[142175, 149521)","[178461, 195397)",DebtCon,ProfExe,"[6, 7)",nan,nan,"[163, 187)",3,43,"[40, 43)"
1341,1674,"[20594, 22348)","[149521, 156866)","[195397, 212334)",DebtCon,ProfExe,"[14, 15)",nan,nan,"[116, 140)",0,24,"[28, 31)"
1342,1651,"[20594, 22348)","[178901, 186246)","[229270, 246206)",DebtCon,ProfExe,"[1, 2)",0,0,"[280, 303)",1,26,"[37, 40)"
1343,1605,"[20594, 22348)","[178901, 186246)","[229270, 246206)",DebtCon,ProfExe,"[3, 4)",0,0,"[303, 327)",0,27,"[40, 43)"
1344,1684,"[20594, 22348)","[186246, 193591)","[229270, 246206)",DebtCon,ProfExe,"[0, 1)",0,0,"[280, 303)",0,26,"[37, 40)"
1345,1603,"[20594, 22348)",nan,"[26036, 42972)",DebtCon,ProfExe,"[5, 6)",0,0,"[93, 116)",0,18,"[17, 20)"
1346,1638,"[20594, 22348)",nan,"[26036, 42972)",DebtCon,ProfExe,"[6, 7)",1,0,"[93, 116)",0,19,"[17, 20)"
1347,1832,"[22348, 24102)","[17309, 24654)","[76844, 93780)",DebtCon,ProfExe,"[15, 16)",0,6,"[163, 187)",0,19,nan
1348,1755,"[22348, 24102)","[31999, 39344)","[76844, 93780)",DebtCon,ProfExe,"[9, 10)",0,0,"[257, 280)",0,18,"[37, 40)"
1349,1818,"[22348, 24102)","[31999, 39344)","[76844, 93780)",DebtCon,ProfExe,"[10, 11)",0,0,"[280, 303)",0,19,"[37, 40)"
1350,1743,"[22348, 24102)","[39344, 46689)","[76844, 93780)",DebtCon,ProfExe,"[8, 9)",0,0,"[257, 280)",0,18,"[37, 40)"
1351,1775,"[22348, 24102)","[39344, 46689)","[76844, 93780)",DebtCon,ProfExe,"[8, 9)",0,0,"[257, 280)",0,19,"[37, 40)"
1352,1726,"[22348, 24102)","[39344, 46689)","[76844, 93780)",DebtCon,ProfExe,"[9, 10)",0,0,"[257, 280)",0,19,"[37, 40)"
1353,1748,"[22348, 24102)","[54034, 61379)","[93780, 110717)",DebtCon,ProfExe,"[0, 1)",0,0,"[187, 210)",0,26,"[31, 34)"
1354,1809,"[22348, 24102)","[61379, 68724)","[110717, 127653)",DebtCon,ProfExe,"[15, 16)",0,3,"[280, 303)",0,36,"[25, 28)"
1355,1780,"[22348, 24102)","[68724, 76070)","[93780, 110717)",DebtCon,ProfExe,"[2, 3)",0,0,"[163, 187)",2,22,"[48, 51)"
1356,1796,"[22348, 24102)","[68724, 76070)","[93780, 110717)",DebtCon,ProfExe,"[6, 7)",0,7,"[116, 140)",0,21,"[34, 37)"
1357,1846,"[22348, 24102)","[76070, 83415)","[110717, 127653)",DebtCon,ProfExe,"[10, 11)",0,1,"[116, 140)",0,19,nan
1358,1829,"[22348, 24102)","[83415, 90760)","[127653, 144589)",DebtCon,ProfExe,"[22, 23)",1,0,"[163, 187)",1,25,"[40, 43)"
1359,1778,"[22348, 24102)","[90760, 98105)","[127653, 144589)",DebtCon,ProfExe,nan,0,0,"[187, 210)",0,21,"[25, 28)"
1360,1791,"[22348, 24102)","[90760, 98105)","[127653, 144589)",DebtCon,ProfExe,nan,0,0,"[210, 233)",0,20,"[25, 28)"
1361,1723,"[22348, 24102)","[98105, 105450)","[127653, 144589)",DebtCon,ProfExe,nan,0,0,"[187, 210)",0,20,"[28, 31)"
1362,1820,"[22348, 24102)","[120140, 127485)","[161525, 178461)",DebtCon,ProfExe,"[6, 7)",0,0,"[163, 187)",0,38,"[17, 20)"
1363,1792,"[22348, 24102)","[127485, 134830)","[161525, 178461)",DebtCon,ProfExe,"[0, 1)",0,0,"[327, 350)",0,30,"[40, 43)"
1364,1767,"[22348, 24102)","[127485, 134830)","[161525, 178461)",DebtCon,ProfExe,"[5, 6)",0,1,"[187, 210)",1,18,"[20, 23)"
1365,1793,"[22348, 24102)","[127485, 134830)","[161525, 178461)",DebtCon,ProfExe,"[6, 7)",0,0,"[187, 210)",0,37,"[17, 20)"
1366,1747,"[22348, 24102)","[127485, 134830)","[161525, 178461)",DebtCon,ProfExe,"[6, 7)",1,0,"[187, 210)",0,37,"[17, 20)"
1367,1821,"[22348, 24102)","[134830, 142175)","[178461, 195397)",DebtCon,ProfExe,"[21, 22)",0,0,"[210, 233)",0,24,"[40, 43)"
1368,1771,"[22348, 24102)","[134830, 142175)","[178461, 195397)",DebtCon,ProfExe,"[21, 22)",0,0,"[233, 257)",0,24,"[40, 43)"
1369,1826,"[22348, 24102)","[142175, 149521)","[178461, 195397)",DebtCon,ProfExe,"[5, 6)",nan,nan,"[163, 187)",5,43,"[40, 43)"
1370,1762,"[22348, 24102)","[149521, 156866)","[195397, 212334)",DebtCon,ProfExe,"[15, 16)",nan,nan,"[93, 116)",0,24,"[28, 31)"
1371,1848,"[22348, 24102)","[178901, 186246)","[229270, 246206)",DebtCon,ProfExe,"[2, 3)",0,0,"[303, 327)",0,26,"[37, 40)"
1372,1833,"[22348, 24102)","[186246, 193591)","[229270, 246206)",DebtCon,ProfExe,"[2, 3)",0,0,"[303, 327)",1,27,"[34, 37)"
1373,1869,"[24102, 25856)","[54034, 61379)","[93780, 110717)",DebtCon,ProfExe,"[1, 2)",0,0,"[163, 187)",0,26,"[31, 34)"
1374,1895,"[24102, 25856)","[61379, 68724)","[76844, 93780)",DebtCon,ProfExe,"[7, 8)",1,1,"[116, 140)",4,25,"[34, 37)"
1375,1941,"[24102, 25856)","[61379, 68724)","[93780, 110717)",DebtCon,ProfExe,"[0, 1)",0,0,"[187, 210)",0,25,"[34, 37)"
1376,1875,"[24102, 25856)","[61379, 68724)","[93780, 110717)",DebtCon,ProfExe,"[8, 9)",0,1,"[140, 163)",3,25,"[34, 37)"
1377,1873,"[24102, 25856)","[68724, 76070)","[93780, 110717)",DebtCon,ProfExe,"[7, 8)",0,1,"[116, 140)",3,26,"[34, 37)"
1378,1883,"[24102, 25856)","[68724, 76070)","[110717, 127653)",DebtCon,ProfExe,"[1, 2)",1,0,"[303, 327)",3,42,nan
1379,1955,"[24102, 25856)","[76070, 83415)","[110717, 127653)",DebtCon,ProfExe,"[9, 10)",0,0,"[93, 116)",0,19,"[25, 28)"
1380,1907,"[24102, 25856)","[83415, 90760)","[110717, 127653)",DebtCon,ProfExe,"[0, 1)",1,0,"[187, 210)",3,38,nan
1381,1938,"[24102, 25856)","[90760, 98105)","[127653, 144589)",DebtCon,ProfExe,"[1, 2)",0,0,"[187, 210)",3,37,"[34, 37)"
1382,1900,"[24102, 25856)","[90760, 98105)","[144589, 161525)",DebtCon,ProfExe,"[21, 22)",1,0,"[140, 163)",0,24,"[40, 43)"
1383,1868,"[24102, 25856)","[90760, 98105)","[144589, 161525)",DebtCon,ProfExe,"[23, 24)",0,0,"[163, 187)",0,24,"[40, 43)"
1384,1965,"[24102, 25856)","[105450, 112795)","[144589, 161525)",DebtCon,ProfExe,"[7, 8)",0,0,"[93, 116)",3,27,nan
1385,1919,"[24102, 25856)","[112795, 120140)","[161525, 178461)",DebtCon,ProfExe,"[17, 18)",0,3,"[233, 257)",1,27,nan
1386,1924,"[24102, 25856)","[127485, 134830)","[161525, 178461)",DebtCon,ProfExe,"[10, 11)",0,0,"[187, 210)",1,29,nan
1387,1948,"[24102, 25856)","[134830, 142175)",nan,DebtCon,ProfExe,"[2, 3)",0,5,"[303, 327)",1,27,"[14, 17)"
1388,1885,"[24102, 25856)","[142175, 149521)","[161525, 178461)",DebtCon,ProfExe,"[5, 6)",0,0,"[303, 327)",0,34,"[37, 40)"
1389,1921,"[24102, 25856)","[171556, 178901)","[195397, 212334)",DebtCon,ProfExe,"[13, 14)",1,2,"[140, 163)",4,53,nan
1390,2023,"[25856, 27610)","[68724, 76070)","[93780, 110717)",DebtCon,ProfExe,"[11, 12)",0,0,"[280, 303)",1,32,"[37, 40)"
1391,2030,"[25856, 27610)","[68724, 76070)","[93780, 110717)",DebtCon,ProfExe,"[11, 12)",0,0,"[280, 303)",1,32,"[40, 43)"
1392,1985,"[25856, 27610)","[76070, 83415)","[110717, 127653)",DebtCon,ProfExe,"[9, 10)",0,0,"[116, 140)",0,18,"[28, 31)"
1393,1976,"[25856, 27610)","[76070, 83415)","[110717, 127653)",DebtCon,ProfExe,"[10, 11)",0,1,"[116, 140)",0,18,"[25, 28)"
1394,2048,"[25856, 27610)","[83415, 90760)","[110717, 127653)",DebtCon,ProfExe,"[6, 7)",0,1,"[116, 140)",0,18,"[28, 31)"
1395,1997,"[25856, 27610)","[83415, 90760)","[110717, 127653)",DebtCon,ProfExe,"[10, 11)",0,1,"[116, 140)",0,18,"[25, 28)"
1396,2073,"[25856, 27610)","[105450, 112795)","[144589, 161525)",DebtCon,ProfExe,"[6, 7)",0,0,"[116, 140)",3,26,"[31, 34)"
1397,2046,"[25856, 27610)","[112795, 120140)","[144589, 161525)",DebtCon,ProfExe,"[6, 7)",0,1,"[116, 140)",3,27,"[34, 37)"
1398,2063,"[25856, 27610)","[127485, 134830)","[178461, 195397)",DebtCon,ProfExe,"[1, 2)",1,0,"[210, 233)",2,19,nan
1399,2004,"[25856, 27610)","[127485, 134830)","[195397, 212334)",DebtCon,ProfExe,"[9, 10)",0,0,"[210, 233)",3,26,"[17, 20)"
1400,2003,"[25856, 27610)","[127485, 134830)","[212334, 229270)",DebtCon,ProfExe,"[10, 11)",0,0,"[210, 233)",3,26,"[20, 23)"
1401,2093,"[27610, 29364)","[24654, 31999)","[59908, 76844)",DebtCon,ProfExe,"[14, 15)",2,4,"[116, 140)",4,28,nan
1402,2123,"[27610, 29364)","[61379, 68724)","[93780, 110717)",DebtCon,ProfExe,"[11, 12)",0,0,"[257, 280)",0,32,"[40, 43)"
1403,2083,"[27610, 29364)","[61379, 68724)","[93780, 110717)",DebtCon,ProfExe,"[11, 12)",0,0,"[280, 303)",0,32,"[37, 40)"
1404,2077,"[27610, 29364)","[68724, 76070)","[93780, 110717)",DebtCon,ProfExe,"[10, 11)",0,0,"[257, 280)",0,33,"[40, 43)"
1405,2097,"[27610, 29364)","[68724, 76070)","[110717, 127653)",DebtCon,ProfExe,"[20, 21)",4,1,"[116, 140)",1,58,nan
1406,2079,"[27610, 29364)","[76070, 83415)","[110717, 127653)",DebtCon,ProfExe,"[9, 10)",0,0,"[116, 140)",0,18,"[28, 31)"
1407,2094,"[27610, 29364)","[90760, 98105)","[110717, 127653)",DebtCon,ProfExe,"[0, 1)",1,0,"[187, 210)",3,37,"[34, 37)"
1408,2130,"[27610, 29364)","[90760, 98105)","[127653, 144589)",DebtCon,ProfExe,"[0, 1)",1,0,"[187, 210)",3,37,"[31, 34)"
1409,2121,"[27610, 29364)","[105450, 112795)","[144589, 161525)",DebtCon,ProfExe,"[10, 11)",0,0,"[163, 187)",1,17,"[31, 34)"
1410,2098,"[27610, 29364)","[105450, 112795)","[161525, 178461)",DebtCon,ProfExe,"[7, 8)",0,0,"[93, 116)",2,26,"[31, 34)"
1411,2103,"[27610, 29364)","[112795, 120140)","[144589, 161525)",DebtCon,ProfExe,"[7, 8)",0,0,"[93, 116)",2,26,"[34, 37)"
1412,2119,"[27610, 29364)","[134830, 142175)","[178461, 195397)",DebtCon,ProfExe,"[0, 1)",0,0,"[210, 233)",3,19,"[40, 43)"
1413,2088,"[27610, 29364)","[134830, 142175)","[178461, 195397)",DebtCon,ProfExe,"[1, 2)",1,0,"[233, 257)",2,19,"[37, 40)"
1414,2080,"[27610, 29364)","[142175, 149521)","[178461, 195397)",DebtCon,ProfExe,"[8, 9)",0,0,"[303, 327)",0,35,"[37, 40)"
1415,2129,"[27610, 29364)","[222972, 230317)","[280078, 297015)",DebtCon,ProfExe,"[15, 16)",0,1,"[257, 280)",2,26,nan
1416,2144,"[29364, 31118)","[105450, 112795)","[144589, 161525)",DebtCon,ProfExe,"[10, 11)",0,0,"[140, 163)",1,16,"[31, 34)"
1417,2154,"[29364, 31118)","[105450, 112795)","[144589, 161525)",DebtCon,ProfExe,"[10, 11)",0,0,"[163, 187)",0,17,"[34, 37)"
1418,2158,"[29364, 31118)","[112795, 120140)","[144589, 161525)",DebtCon,ProfExe,"[10, 11)",0,0,"[163, 187)",0,16,"[31, 34)"
1419,2138,"[29364, 31118)","[134830, 142175)","[178461, 195397)",DebtCon,ProfExe,"[0, 1)",0,0,"[233, 257)",2,18,"[37, 40)"
1420,2170,"[29364, 31118)","[134830, 142175)","[178461, 195397)",DebtCon,ProfExe,"[1, 2)",1,0,"[210, 233)",2,19,"[37, 40)"
1421,2148,"[29364, 31118)","[134830, 142175)","[178461, 195397)",DebtCon,ProfExe,"[2, 3)",0,0,"[210, 233)",2,19,"[37, 40)"
1422,2159,"[29364, 31118)","[134830, 142175)","[178461, 195397)",DebtCon,ProfExe,"[2, 3)",1,0,"[210, 233)",1,19,"[40, 43)"
1423,2149,"[29364, 31118)","[222972, 230317)","[280078, 297015)",DebtCon,ProfExe,"[15, 16)",0,0,"[233, 257)",2,25,"[25, 28)"
1424,2160,"[29364, 31118)","[230317, 237662)","[280078, 297015)",DebtCon,ProfExe,"[7, 8)",0,1,"[187, 210)",0,29,"[14, 17)"
1425,2166,"[29364, 31118)","[230317, 237662)","[280078, 297015)",DebtCon,ProfExe,"[12, 13)",0,1,"[257, 280)",1,26,"[25, 28)"
1426,2136,"[29364, 31118)","[230317, 237662)","[280078, 297015)",DebtCon,ProfExe,"[13, 14)",0,0,"[257, 280)",2,25,"[25, 28)"
1427,2174,"[31118, 32872)","[112795, 120140)","[161525, 178461)",DebtCon,ProfExe,"[16, 17)",0,0,"[140, 163)",0,16,"[25, 28)"
1428,2192,"[31118, 32872)","[120140, 127485)","[161525, 178461)",DebtCon,ProfExe,"[15, 16)",0,0,"[116, 140)",1,17,"[25, 28)"
1429,2184,"[31118, 32872)","[222972, 230317)","[280078, 297015)",DebtCon,ProfExe,"[4, 5)",0,1,"[187, 210)",0,29,"[14, 17)"
1430,2180,"[31118, 32872)","[222972, 230317)","[280078, 297015)",DebtCon,ProfExe,"[7, 8)",0,1,"[210, 233)",0,29,"[14, 17)"
1431,2197,"[31118, 32872)","[230317, 237662)","[280078, 297015)",DebtCon,ProfExe,"[15, 16)",0,1,"[233, 257)",2,26,"[25, 28)"
1432,2212,"[32872, 34626)","[112795, 120140)","[161525, 178461)",DebtCon,ProfExe,"[17, 18)",0,0,"[93, 116)",0,16,"[28, 31)"
1433,2220,"[32872, 34626)","[120140, 127485)","[161525, 178461)",DebtCon,ProfExe,"[15, 16)",0,0,"[93, 116)",0,17,"[28, 31)"
1434,2209,"[32872, 34626)","[134830, 142175)","[178461, 195397)",DebtCon,ProfExe,"[22, 23)",0,0,"[187, 210)",1,22,nan
1435,2228,"[32872, 34626)","[142175, 149521)","[178461, 195397)",DebtCon,ProfExe,"[23, 24)",0,0,"[163, 187)",1,22,"[37, 40)"
